Date,High,Low,Open,Close,Volume,Adj Close
2016-01-01,326.79998779296875,320.20001220703125,324.20001220703125,321.79998779296875,21522.0,293.846923828125
2016-01-04,324.8999938964844,312.6000061035156,322.04998779296875,313.5,118922.0,286.2679138183594
2016-01-05,319.0,313.6499938964844,315.1000061035156,318.1000061035156,130926.0,290.4683532714844
2016-01-06,324.79998779296875,314.8999938964844,315.25,323.1499938964844,168321.0,295.0796813964844
2016-01-07,326.0,314.95001220703125,317.0,317.1499938964844,92035.0,289.6008605957031
2016-01-08,324.5,318.25,320.6000061035156,319.8999938964844,92553.0,292.1120300292969
2016-01-11,323.95001220703125,314.04998779296875,314.04998779296875,319.75,364200.0,291.97503662109375
2016-01-12,323.8999938964844,318.79998779296875,320.5,320.25,49769.0,292.43157958984375
2016-01-13,342.0,319.0,319.0,335.0,387686.0,305.9003601074219
2016-01-14,360.0,322.54998779296875,329.0,340.3999938964844,415817.0,310.8312683105469
2016-01-15,349.3999938964844,338.0,341.3999938964844,343.1499938964844,1357380.0,313.3424072265625
2016-01-18,346.0,318.0,343.1000061035156,320.29998779296875,126055.0,292.47723388671875
2016-01-19,335.5,311.5,320.0,313.6499938964844,165897.0,286.4048767089844
2016-01-20,321.0,304.5,312.0,308.0,70028.0,281.24566650390625
2016-01-21,319.6000061035156,302.3500061035156,308.1000061035156,310.6499938964844,124078.0,283.6654968261719
2016-01-22,315.79998779296875,304.1000061035156,314.8999938964844,308.3999938964844,61959.0,281.6109924316406
2016-01-25,317.8999938964844,307.0,313.79998779296875,309.1499938964844,80198.0,282.2957763671875
2016-01-27,310.6000061035156,305.6000061035156,310.0,307.04998779296875,48403.0,280.3782043457031
2016-01-28,308.5,305.0,307.1000061035156,305.45001220703125,104815.0,278.9172058105469
2016-01-29,309.04998779296875,300.0,305.1000061035156,302.3500061035156,114554.0,276.08648681640625
2016-02-01,305.8999938964844,293.0,304.75,293.6000061035156,138783.0,268.0965270996094
2016-02-02,294.04998779296875,276.0,294.04998779296875,281.1499938964844,164183.0,256.7279968261719
2016-02-03,281.1499938964844,266.0,281.1499938964844,271.6499938964844,450669.0,248.05323791503906
2016-02-04,289.0,267.1000061035156,274.0,284.0,99664.0,259.3304443359375
2016-02-05,283.95001220703125,275.0,283.0,278.0,40996.0,253.8516082763672
2016-02-08,280.75,273.54998779296875,280.75,275.5,157915.0,251.5688018798828
2016-02-09,278.0,267.0,273.95001220703125,275.8500061035156,24834.0,251.88841247558594
2016-02-10,277.45001220703125,269.1000061035156,277.45001220703125,272.3500061035156,14941.0,252.35166931152344
2016-02-11,277.0,255.0,277.0,258.5,57534.0,239.51866149902344
2016-02-12,260.0,239.25,259.0,243.35000610351562,116190.0,225.48110961914062
2016-02-15,264.70001220703125,238.10000610351562,243.0,248.75,129106.0,230.4845733642578
2016-02-16,259.0,227.1999969482422,251.25,229.3000030517578,57878.0,212.46278381347656
2016-02-17,229.5,209.8000030517578,229.5,216.8000030517578,584744.0,200.88063049316406
2016-02-18,223.0,210.60000610351562,220.4499969482422,213.0500030517578,214228.0,197.40599060058594
2016-02-19,217.5,206.0,214.0,210.6999969482422,231897.0,195.22854614257812
2016-02-22,217.5,207.25,211.0,208.8000030517578,60507.0,193.4680633544922
2016-02-23,213.89999389648438,206.39999389648438,210.0,208.0500030517578,245831.0,192.7731475830078
2016-02-24,220.0,205.8000030517578,208.0500030517578,213.75,787097.0,198.05459594726562
2016-02-25,224.0,211.0,214.89999389648438,219.14999389648438,159211.0,203.05807495117188
2016-02-26,235.75,216.9499969482422,223.0,226.14999389648438,348883.0,209.5440673828125
2016-02-29,245.9499969482422,220.0,225.64999389648438,237.64999389648438,194796.0,220.19964599609375
2016-03-01,251.89999389648438,236.9499969482422,237.64999389648438,248.64999389648438,121543.0,230.39190673828125
2016-03-02,261.0,250.9499969482422,250.9499969482422,257.6499938964844,181689.0,238.7310791015625
2016-03-03,276.0,257.3999938964844,258.1000061035156,273.70001220703125,219888.0,253.6025848388672
2016-03-04,274.5,260.3500061035156,274.5,264.04998779296875,70428.0,244.66111755371094
2016-03-08,282.5,258.95001220703125,264.04998779296875,272.20001220703125,202827.0,252.2126922607422
2016-03-09,279.3500061035156,265.25,272.20001220703125,271.3500061035156,148381.0,251.42510986328125
2016-03-10,275.0,261.5,271.5,265.79998779296875,65894.0,246.28260803222656
2016-03-11,269.5,252.3000030517578,267.5,256.5,158645.0,237.66549682617188
2016-03-14,262.3999938964844,257.0,259.95001220703125,258.3500061035156,31354.0,239.3796844482422
2016-03-15,259.5,252.0,257.1499938964844,254.10000610351562,26227.0,235.44175720214844
2016-03-16,255.0500030517578,246.10000610351562,254.10000610351562,251.3000030517578,47571.0,232.84732055664062
2016-03-17,255.85000610351562,250.5,254.9499969482422,253.10000610351562,41421.0,234.5151824951172
2016-03-18,255.10000610351562,246.75,251.0,252.5,165416.0,233.95924377441406
2016-03-21,269.8999938964844,252.35000610351562,255.89999389648438,264.70001220703125,115139.0,245.26339721679688
2016-03-22,265.0,260.5,264.0,261.54998779296875,31556.0,242.3446807861328
2016-03-23,271.8999938964844,260.54998779296875,263.04998779296875,269.20001220703125,1481435.0,249.43295288085938
2016-03-28,284.3999938964844,269.5,270.1000061035156,275.0,128287.0,254.80706787109375
2016-03-29,278.1000061035156,268.70001220703125,277.0,275.04998779296875,107562.0,254.8533935546875
2016-03-30,284.3999938964844,276.1499938964844,279.5,280.25,165090.0,259.67156982421875
2016-03-31,284.0,276.0,281.0,280.1000061035156,98809.0,259.5326232910156
2016-04-01,284.95001220703125,277.04998779296875,277.79998779296875,278.54998779296875,27571.0,258.09637451171875
2016-04-04,282.1000061035156,275.8999938964844,281.8999938964844,277.1000061035156,336413.0,256.75286865234375
2016-04-05,279.8999938964844,270.20001220703125,277.1000061035156,274.70001220703125,47512.0,254.52914428710938
2016-04-06,277.75,272.0,275.0,274.04998779296875,12960.0,253.9268341064453
2016-04-07,275.0,263.8500061035156,269.95001220703125,267.0,21178.0,247.39450073242188
2016-04-08,272.3999938964844,267.1000061035156,269.95001220703125,268.6499938964844,414997.0,248.92337036132812
2016-04-11,274.8999938964844,266.0,274.0,268.79998779296875,18919.0,249.0623321533203
2016-04-12,275.0,269.8500061035156,271.6000061035156,271.95001220703125,32454.0,251.9810333251953
2016-04-13,279.8999938964844,272.0,276.0,277.29998779296875,66436.0,256.9382019042969
2016-04-18,295.5,275.1000061035156,276.04998779296875,291.95001220703125,134399.0,270.5124816894531
2016-04-20,300.0,289.5,290.0,299.1000061035156,118150.0,277.1374206542969
2016-04-21,315.04998779296875,297.5,299.8999938964844,312.0,176081.0,289.0902099609375
2016-04-22,312.0,292.8500061035156,307.1000061035156,296.8999938964844,91871.0,275.0989685058594
2016-04-25,299.3999938964844,285.29998779296875,299.3999938964844,289.95001220703125,47861.0,268.6593322753906
2016-04-26,298.1499938964844,283.6000061035156,290.54998779296875,285.8500061035156,130818.0,264.86041259765625
2016-04-27,307.8999938964844,276.5,286.8999938964844,299.79998779296875,358075.0,277.7860412597656
2016-04-28,297.1499938964844,268.8999938964844,297.1499938964844,281.6000061035156,531476.0,260.9224548339844
2016-04-29,280.45001220703125,273.75,278.0,278.54998779296875,656385.0,258.09637451171875
2016-05-02,279.1000061035156,272.0,278.54998779296875,274.45001220703125,41248.0,254.2974853515625
2016-05-03,288.0,275.54998779296875,275.54998779296875,286.3500061035156,92510.0,265.32366943359375
2016-05-04,288.0,276.70001220703125,284.75,282.79998779296875,371561.0,264.80865478515625
2016-05-05,295.5,268.1499938964844,280.3500061035156,276.45001220703125,93357.0,258.8626403808594
2016-05-06,287.95001220703125,277.20001220703125,277.20001220703125,281.1000061035156,45516.0,263.216796875
2016-05-09,285.20001220703125,280.0,283.0,281.3500061035156,15322.0,263.4508972167969
2016-05-10,288.0,280.6000061035156,283.5,283.6000061035156,33965.0,265.5577392578125
2016-05-11,287.0,280.3999938964844,282.20001220703125,284.54998779296875,16787.0,266.44732666015625
2016-05-12,291.0,283.0,284.54998779296875,286.6000061035156,24451.0,268.3669128417969
2016-05-13,291.8999938964844,285.20001220703125,290.0,289.1000061035156,21925.0,270.7078552246094
2016-05-16,300.8999938964844,286.0,286.0,298.95001220703125,43840.0,279.9312438964844
2016-05-17,307.45001220703125,301.29998779296875,301.29998779296875,305.1000061035156,291315.0,285.6899719238281
2016-05-18,308.6000061035156,300.75,305.0,303.20001220703125,38790.0,283.91082763671875
2016-05-19,307.79998779296875,298.29998779296875,307.0,301.20001220703125,58045.0,282.0380859375
2016-05-20,306.45001220703125,290.0,300.1000061035156,294.75,65045.0,275.9983825683594
